Title,Journal,PubDate,PubmedID,Url,Abstract
miR-134 in extracellular vesicles reduces triple-negative breast cancer aggression and increases drug sensitivity.,Oncotarget, 2015 Oct 20,26416415,https://pubmed.ncbi.nlm.nih.gov/26416415/,
Synthetic cajanin stilbene acid derivatives inhibit c-MYC in breast cancer cells.,Arch Toxicol, 2016 Mar,25716159,https://pubmed.ncbi.nlm.nih.gov/25716159/,
Involvement of the NF-kappaB pathway in multidrug resistance induced by HBx in a hepatoma cell line.,J Viral Hepat, 2011 Oct,21914061,https://pubmed.ncbi.nlm.nih.gov/21914061/,
Comprehensive analysis of miRNAs expression profiles revealed potential key miRNA/mRNAs regulating colorectal cancer stem cell self-renewal.,Gene, 2018 May 20,29496555,https://pubmed.ncbi.nlm.nih.gov/29496555/,
Comprehensive analysis of circular RNA expression profiles in cisplatin-resistant non-small cell lung cancer cell lines.,Acta Biochim Biophys Sin (Shanghai), 2020 Sep 8,32716023,https://pubmed.ncbi.nlm.nih.gov/32716023/,
Antiproliferative and Apoptotic Effect of Dendrosomal Curcumin Nanoformulation in P53 Mutant and Wide-Type Cancer Cell Lines.,Anticancer Agents Med Chem, 2017,27604683,https://pubmed.ncbi.nlm.nih.gov/27604683/,
An integrated bioinformatics approach identifies elevated cyclin E2 expression and E2F activity as distinct features of tamoxifen resistant breast tumors.,PLoS One, 2011,21789246,https://pubmed.ncbi.nlm.nih.gov/21789246/,
Interference with ATF5 function enhances the sensitivity of human pancreatic cancer cells to paclitaxel-induced apoptosis.,Anticancer Res, 2012 Oct,23060563,https://pubmed.ncbi.nlm.nih.gov/23060563/,
Selection of internal references for qRT-PCR assays of human hepatocellular carcinoma cell lines.,Biosci Rep, 2017 Dec 22,29180379,https://pubmed.ncbi.nlm.nih.gov/29180379/,
Antiproliferative effect of Aurora kinase targeting in mesothelioma.,Lung Cancer, 2010 Dec,20371132,https://pubmed.ncbi.nlm.nih.gov/20371132/,
Down-regulation of the human VEGF gene expression by perylene monoimide derivatives.,Bioorg Med Chem Lett, 2012 Jan 1,22104143,https://pubmed.ncbi.nlm.nih.gov/22104143/,
A state space representation of VAR models with sparse learning for dynamic gene networks.,Genome Inform, 2010 Jan,20238419,https://pubmed.ncbi.nlm.nih.gov/20238419/,
Targeting glycometabolic reprogramming to restore the sensitivity of leukemia drug-resistant K562/ADM cells to adriamycin.,Life Sci, 2018 Dec 15,30473023,https://pubmed.ncbi.nlm.nih.gov/30473023/,
An integrative analysis reveals functional targets of GATA6 transcriptional regulation in gastric cancer.,Oncogene, 2014 Dec 4,24317510,https://pubmed.ncbi.nlm.nih.gov/24317510/,
Profiles of miRNAs matched to biology in aromatase inhibitor resistant breast cancer.,Oncotarget, 2016 Nov 1,27659519,https://pubmed.ncbi.nlm.nih.gov/27659519/,
Targeting JAK/STAT Signaling Antagonizes Resistance to Oncolytic Reovirus Therapy Driven by Prior Infection with HTLV-1 in Models of T-Cell Lymphoma.,Viruses, 2021 Jul 20,34372612,https://pubmed.ncbi.nlm.nih.gov/34372612/,
Profiling and bioinformatics analyses reveal differential circular RNA expression in radioresistant esophageal cancer cells.,J Transl Med, 2016 Jul 28,27465405,https://pubmed.ncbi.nlm.nih.gov/27465405/,
LncRNA-SRA1 Suppresses Osteosarcoma Cell Proliferation While Promoting Cell Apoptosis.,Technol Cancer Res Treat, 2019 Jan 1,31106680,https://pubmed.ncbi.nlm.nih.gov/31106680/,
The strand separation and nuclease activities associated with YB-1 are dispensable for cisplatin resistance but overexpression of YB-1 in MCF7 and MDA-MB-231 breast tumor cells generates several chemoresistance signatures.,Int J Biochem Cell Biol, 2008,18571458,https://pubmed.ncbi.nlm.nih.gov/18571458/,
Potassium bromate treatment predominantly causes large deletions， but not GC>TA transversion in human cells.,Mutat Res, 2007 Jun 1,17428505,https://pubmed.ncbi.nlm.nih.gov/17428505/,
Elevated expression of vacuolar proton pump genes and cellular PH in cisplatin resistance.,Int J Cancer, 2001 Sep,11519050,https://pubmed.ncbi.nlm.nih.gov/11519050/,
[Impact of all-trans retinoic acid on gene expression profile of glioblastoma cell line SHG-44].,Ai Zheng, 2008 May,18479597,https://pubmed.ncbi.nlm.nih.gov/18479597/,
Integrated analysis of miRNA， gene， and pathway regulatory networks in hepatic cancer stem cells.,J Transl Med, 2015 Aug 11,26259570,https://pubmed.ncbi.nlm.nih.gov/26259570/,
Development of a liquid-liquid phase separation-related genes signature to predict clinical outcomes， tumor immune microenvironment and chemotherapeutic response in head and neck squamous cell carcinoma.,Arch Oral Biol, 2025 Sep,40527089,https://pubmed.ncbi.nlm.nih.gov/40527089/,
27-hydroxycholesterol and DNA damage repair: implication in prostate cancer.,Front Oncol, 2023 Dec 21,38188290,https://pubmed.ncbi.nlm.nih.gov/38188290/,
The heat shock protein 90 inhibitor 17-AAG suppresses growth and induces apoptosis in human cholangiocarcinoma cells.,Clin Exp Med, 2013 Nov,22955701,https://pubmed.ncbi.nlm.nih.gov/22955701/,
Changes in gene expression profile in two multidrug resistant cell lines derived from a same drug sensitive cell line.,Leuk Res, 2014 Aug,24996974,https://pubmed.ncbi.nlm.nih.gov/24996974/,
TFDP3 regulates the apoptosis and autophagy in breast cancer cell line MDA-MB-231.,PLoS One, 2018 Sep 20,30235236,https://pubmed.ncbi.nlm.nih.gov/30235236/,
Altered microRNA expression in cisplatin-resistant ovarian cancer cells and upregulation of miR-130a associated with MDR1/P-glycoprotein-mediated drug resistance.,Oncol Rep, 2012 Aug,22614869,https://pubmed.ncbi.nlm.nih.gov/22614869/,
Promoter methylation of PARG1， a novel candidate tumor suppressor gene in mantle-cell lymphomas.,Haematologica, 2007 Apr,17488656,https://pubmed.ncbi.nlm.nih.gov/17488656/,
Decreased apoptosis repressor with caspase recruitment domain confers resistance to sunitinib in renal cell carcinoma through alternate angiogenesis pathways.,Biochem Biophys Res Commun, 2016 Apr 22,26995091,https://pubmed.ncbi.nlm.nih.gov/26995091/,
Emodin inhibits TGF-beta2 by activating the FOXD3/miR-199a axis in ovarian cancer cells in vitro.,Oncol Rep, 2018 May,29512773,https://pubmed.ncbi.nlm.nih.gov/29512773/,
Targeting mTOR network in colorectal cancer therapy.,World J Gastroenterol, 2014 Apr 21,24764656,https://pubmed.ncbi.nlm.nih.gov/24764656/,
Analysis in epithelial ovarian cancer identifies KANSL1 as a biomarker and target gene for immune response and HDAC inhibition.,Gynecol Oncol, 2021 Feb,33229045,https://pubmed.ncbi.nlm.nih.gov/33229045/,
[Changes of gene expression profile in homoharringtonine-induced leukemia multi-drug resistant cell line K562/HHT].,Zhonghua Xue Ye Xue Za Zhi, 2009 Jun,19951526,https://pubmed.ncbi.nlm.nih.gov/19951526/,
Application of the Transcriptional Disease Signature (TDSs) to Screen Melanoma-Effective Compounds in a Small Fish Model.,Sci Rep, 2019 Jan 24,30679619,https://pubmed.ncbi.nlm.nih.gov/30679619/,
Genistein differentially modulates androgen-responsive gene expression and activates JNK in LNCaP cells.,Oncol Rep, 2008 May,18425381,https://pubmed.ncbi.nlm.nih.gov/18425381/,
Programmed death ligand 1 is expressed by non-hodgkin lymphomas and inhibits the activity of tumor-associated T cells.,Clin Cancer Res, 2011 Jul 1,21540239,https://pubmed.ncbi.nlm.nih.gov/21540239/,
Systematic Characterization of DNA Methyltransferases Family in Tumor Progression and Antitumor Immunity.,Technol Cancer Res Treat, 2024 Jan-Dec,38847740,https://pubmed.ncbi.nlm.nih.gov/38847740/,
The Moringin/alpha-CD Pretreatment Induces Neuroprotection in an In Vitro Model of Alzheimer's Disease: A Transcriptomic Study.,Curr Issues Mol Biol, 2021 May 26,34073287,https://pubmed.ncbi.nlm.nih.gov/34073287/,
Generation of pancreatic progenitors from human pluripotent stem cells by small molecules.,Stem Cell Reports, 2021 Sep 14,34450037,https://pubmed.ncbi.nlm.nih.gov/34450037/,
Comparing Aurora A and Aurora B as molecular targets for growth inhibition of pancreatic cancer cells.,Mol Cancer Ther, 2006 Oct,17041088,https://pubmed.ncbi.nlm.nih.gov/17041088/,
BH3-only proteins Noxa， Bmf， and Bim are necessary for arsenic trioxide-induced cell death in myeloma.,Blood, 2008 May 15,18354037,https://pubmed.ncbi.nlm.nih.gov/18354037/,
"Dasatinib， an orally active small molecule inhibitor of both the src and abl kinases， selectively inhibits growth of basal-type/""triple-negative"" breast cancer cell lines growing in vitro.",Breast Cancer Res Treat, 2007 Nov,17268817,https://pubmed.ncbi.nlm.nih.gov/17268817/,
Gene expression profiling revealed survivin as a target of 3，3'-diindolylmethane-induced cell growth inhibition and apoptosis in breast cancer cells.,Cancer Res, 2006 May 1,16651453,https://pubmed.ncbi.nlm.nih.gov/16651453/,
The lincRNA MIRAT binds to IQGAP1 and modulates the MAPK pathway in NRAS mutant melanoma.,Sci Rep, 2018 Jul 19,30026510,https://pubmed.ncbi.nlm.nih.gov/30026510/,
Metformin pharmacogenomics: a genome-wide association study to identify genetic and epigenetic biomarkers involved in metformin anticancer response using human lymphoblastoid cell lines.,Hum Mol Genet, 2016 Nov 1,28173075,https://pubmed.ncbi.nlm.nih.gov/28173075/,
Genomic amplification of Fanconi anemia complementation group A (FancA) in head and neck squamous cell carcinoma (HNSCC): Cellular mechanisms of radioresistance and clinical relevance.,Cancer Lett, 2017 Feb 1,27867017,https://pubmed.ncbi.nlm.nih.gov/27867017/,
Neisseria meningitidis causes cell cycle arrest of human brain microvascular endothelial cells at S phase via p21 and cyclin G2.,Cell Microbiol, 2016 Jan,26149128,https://pubmed.ncbi.nlm.nih.gov/26149128/,
In silico identification of potential targets and drugs for non-small cell lung cancer.,IET Syst Biol, 2014 Apr,25014226,https://pubmed.ncbi.nlm.nih.gov/25014226/,
Bioinformatics-based identification of SPNS3 (Spinster homolog 3) as a prognostic biomarker of apoptosis resistance in acute myeloid leukemia.,Bioengineered, 2021 Dec,34608834,https://pubmed.ncbi.nlm.nih.gov/34608834/,
Gingival Stromal Cells as an In Vitro Model: Cannabidiol Modulates Genes Linked With Amyotrophic Lateral Sclerosis.,J Cell Biochem, 2017 Apr,27714895,https://pubmed.ncbi.nlm.nih.gov/27714895/,
Transcriptomic Signatures of Auger Electron Radioimmunotherapy Using Nuclear Targeting (111)In-Trastuzumab for Potential Combination Therapies.,Cancer Biother Radiopharm, 2015 Oct,26447839,https://pubmed.ncbi.nlm.nih.gov/26447839/,
Arsenic trioxide Alters the MicroRNA Expression Profile of U87 glioblastoma.,Anticancer Agents Med Chem, 2015,26118712,https://pubmed.ncbi.nlm.nih.gov/26118712/,
Mismatch repair protein hMSH2 in primary drug resistance in in vitro human malignant gliomas.,J Neurosurg, 2004 Oct,15481721,https://pubmed.ncbi.nlm.nih.gov/15481721/,
Identification of novel Th2-associated genes in T memory responses to allergens.,J Immunol, 2006 Apr 15,16585570,https://pubmed.ncbi.nlm.nih.gov/16585570/,
Identification of key hub genes and potential therapeutic drugs for nasopharyngeal carcinoma: Insights into molecular mechanisms and treatment strategies.,Braz J Otorhinolaryngol, 2025 Jul-Aug,40286596,https://pubmed.ncbi.nlm.nih.gov/40286596/,
Inhibitory effect of human interleukin-24 on the proliferation， migration， and invasion of cervical cancer cells.,J Int Med Res, 2024 Jul,39068529,https://pubmed.ncbi.nlm.nih.gov/39068529/,
Interferon-gamma-induced neuronal differentiation of human umbilical cord blood-derived progenitors.,Leukemia, 2009 Oct,19458627,https://pubmed.ncbi.nlm.nih.gov/19458627/,
Gene expression profiling studies of three SERMs and their conjugated estrogen combinations in human breast cancer cells: insights into the unique antagonistic effects of bazedoxifene on conjugated estrogens.,J Steroid Biochem Mol Biol, 2010 Jan,19914376,https://pubmed.ncbi.nlm.nih.gov/19914376/,
Cidofovir selectivity is based on the different response of normal and cancer cells to DNA damage.,BMC Med Genomics, 2013 May 23,23702334,https://pubmed.ncbi.nlm.nih.gov/23702334/,
Modeling antibiotic and cytotoxic effects of the dimeric isoquinoline IQ-143 on metabolism and its regulation in Staphylococcus aureus， Staphylococcus epidermidis and human cells.,Genome Biol, 2011,21418624,https://pubmed.ncbi.nlm.nih.gov/21418624/,
Differential expression of APE1 in hepatocellular carcinoma and the effects on proliferation and apoptosis of cancer cells.,Biosci Trends, 2018,30473552,https://pubmed.ncbi.nlm.nih.gov/30473552/,
Extremely low-frequency electromagnetic fields cause G1 phase arrest through the activation of the ATM-Chk2-p21 pathway.,PLoS One, 2014 Aug 11,25111195,https://pubmed.ncbi.nlm.nih.gov/25111195/,
Widespread estrogen-dependent repression of micrornas involved in breast tumor cell growth.,Cancer Res, 2009 Nov 1,19826037,https://pubmed.ncbi.nlm.nih.gov/19826037/,
Silencing of GLUT-1 inhibits sensitization of oral cancer cells to cisplatin during hypoxia.,J Oral Pathol Med, 2013 May,23227892,https://pubmed.ncbi.nlm.nih.gov/23227892/,
Reciprocal effects of STAT5 and STAT3 in breast cancer.,Mol Cancer Res, 2009 Jun,19491198,https://pubmed.ncbi.nlm.nih.gov/19491198/,
Molecular deregulation induced by silencing of the high mobility group protein A2 gene in retinoblastoma cells.,Mol Vis, 2012,23077401,https://pubmed.ncbi.nlm.nih.gov/23077401/,
Butyrate may enhance toxicological defence in primary， adenoma and tumor human colon cells by favourably modulating expression of glutathione S-transferases genes， an approach in nutrigenomics.,Carcinogenesis, 2005 Jun,15746163,https://pubmed.ncbi.nlm.nih.gov/15746163/,
In-feed supplementation of trans-cinnamaldehyde reduces layer-chicken egg-borne transmission of Salmonella enterica serovar enteritidis.,Appl Environ Microbiol, 2015 May 1,25710365,https://pubmed.ncbi.nlm.nih.gov/25710365/,
Transcriptional response of a human colon adenocarcinoma cell line to sodium butyrate.,Biochem Biophys Res Commun, 2001 Aug 3,11478796,https://pubmed.ncbi.nlm.nih.gov/11478796/,
Valproic acid induces neuroendocrine differentiation and UGT2B7 up-regulation in human prostate carcinoma cell line.,Drug Metab Dispos, 2007 Jun,17371798,https://pubmed.ncbi.nlm.nih.gov/17371798/,
An integrative framework to identify cell death-related microRNAs in esophageal squamous cell carcinoma.,Oncotarget, 2016 Aug 30,27462775,https://pubmed.ncbi.nlm.nih.gov/27462775/,
Cellular Stress and p53-Associated Apoptosis by Juniperus communis L. Berry Extract Treatment in the Human SH-SY5Y Neuroblastoma Cells.,Int J Mol Sci, 2016 Jul 13,27420050,https://pubmed.ncbi.nlm.nih.gov/27420050/,
Integration of TGF-β-induced Smad signaling in the insulin-induced transcriptional response in endothelial cells.,Sci Rep, 2019 Nov 18,31740700,https://pubmed.ncbi.nlm.nih.gov/31740700/,
[microRNA expression profiling of side population cells in human lung cancer and preliminary analysis].,Zhongguo Fei Ai Za Zhi, 2010 Jul,20673480,https://pubmed.ncbi.nlm.nih.gov/20673480/,
The role of microRNA-128a in regulating TGFbeta signaling in letrozole-resistant breast cancer cells.,Breast Cancer Res Treat, 2010 Nov,20054641,https://pubmed.ncbi.nlm.nih.gov/20054641/,
Ex vivo generated natural killer cells acquire typical natural killer receptors and display a cytotoxic gene expression profile similar to peripheral blood natural killer cells.,Stem Cells Dev, 2012 Nov 1,22571679,https://pubmed.ncbi.nlm.nih.gov/22571679/,
Utilization of CDKN1A/p21 gene for class discrimination of DNA damage-induced clastogenicity.,Toxicology, 2014 Jan 6,24211769,https://pubmed.ncbi.nlm.nih.gov/24211769/,
Gene-expression profiling elucidates molecular signaling networks that can be therapeutically targeted in vestibular schwannoma.,J Neurosurg, 2014 Dec,25245477,https://pubmed.ncbi.nlm.nih.gov/25245477/,
Identification of genes associated with cisplatin resistance in human oral squamous cell carcinoma cell line.,BMC Cancer, 2006 Sep 15,16978399,https://pubmed.ncbi.nlm.nih.gov/16978399/,
Molecular features of hepatosplenic T-cell lymphoma unravels potential novel therapeutic targets.,Blood, 2012 Jun 14,22510872,https://pubmed.ncbi.nlm.nih.gov/22510872/,
MicroRNA-33b regulates sensitivity to daunorubicin in acute myelocytic leukemia by regulating eukaryotic translation initiation factor 5A-2.,J Cell Biochem, 2020 Jan,31222822,https://pubmed.ncbi.nlm.nih.gov/31222822/,
Transcriptional analysis of calcium-dependent and calcium-independent signalling pathways induced by oligogalacturonides.,J Exp Bot, 2006,16868046,https://pubmed.ncbi.nlm.nih.gov/16868046/,
Overexpression of kinesins mediates docetaxel resistance in breast cancer cells.,Cancer Res, 2009 Oct 15,19789344,https://pubmed.ncbi.nlm.nih.gov/19789344/,
Insights into gene modulation by therapeutic TNF and IFNgamma antibodies: TNF regulates IFNgamma production by T cells and TNF-regulated genes linked to psoriasis transcriptome.,J Invest Dermatol, 2008 Mar,17928893,https://pubmed.ncbi.nlm.nih.gov/17928893/,
Evaluation of canonical Hedgehog signaling pathway inhibition in canine osteosarcoma.,PLoS One, 2020 Apr 29,32348319,https://pubmed.ncbi.nlm.nih.gov/32348319/,
Disruption of WT1 gene expression and exon 5 splicing following cytotoxic drug treatment: antisense down-regulation of exon 5 alters target gene expression and inhibits cell survival.,Mol Cancer Ther, 2004 Nov,15542786,https://pubmed.ncbi.nlm.nih.gov/15542786/,
Molecular signatures of maturing dendritic cells: implications for testing the quality of dendritic cell therapies.,J Transl Med, 2010 Jan 15,20078880,https://pubmed.ncbi.nlm.nih.gov/20078880/,
Molecular alterations of cells resistant to platinum drugs: role of PKCalpha.,Biochim Biophys Acta, 2006 Jan,16473140,https://pubmed.ncbi.nlm.nih.gov/16473140/,
The effect of the triazene compound CT913 on ovarian cancer cells in vitro and its synergistic interaction with the PARP-inhibitor olaparib.,Gynecol Oncol, 2020 Dec,32980128,https://pubmed.ncbi.nlm.nih.gov/32980128/,
p21 as a transcriptional co-repressor of S-phase and mitotic control genes.,PLoS One, 2012,22662213,https://pubmed.ncbi.nlm.nih.gov/22662213/,
Inflammatory landscape of human brain tumors reveals an NFκB dependent cytokine pathway associated with mesenchymal glioblastoma.,Cancer Lett, 2017 Apr 1,28007636,https://pubmed.ncbi.nlm.nih.gov/28007636/,
miR-141 regulates KEAP1 and modulates cisplatin sensitivity in ovarian cancer cells.,Oncogene, 2013 Sep 5,23045278,https://pubmed.ncbi.nlm.nih.gov/23045278/,
Genome wide adaptations of Plasmodium falciparum in response to lumefantrine selective drug pressure.,PLoS One, 2012,22384044,https://pubmed.ncbi.nlm.nih.gov/22384044/,
Lunasin induces apoptosis and modifies the expression of genes associated with extracellular matrix and cell adhesion in human metastatic colon cancer cells.,Mol Nutr Food Res, 2011 Apr,21462330,https://pubmed.ncbi.nlm.nih.gov/21462330/,
Distinct gene expression profiles directed by the isoforms of the transcription factor neuron-restrictive silencer factor in human SK-N-AS neuroblastoma cells.,J Mol Neurosci, 2011 Jun,20652837,https://pubmed.ncbi.nlm.nih.gov/20652837/,
Mitoxantrone resistance in a small cell lung cancer cell line is associated with ABCA2 upregulation.,Br J Cancer, 2004 Jun 14,15150577,https://pubmed.ncbi.nlm.nih.gov/15150577/,
An Immunosenescence-Related Gene Signature to Evaluate the Prognosis， Immunotherapeutic Response， and Cisplatin Sensitivity of Bladder Cancer.,Dis Markers, 2022 Mar 2,35280438,https://pubmed.ncbi.nlm.nih.gov/35280438/,
Identification of Toll-like receptor 3 as a potential therapeutic target in clear cell renal cell carcinoma.,Clin Cancer Res, 2007 Oct 1,17908959,https://pubmed.ncbi.nlm.nih.gov/17908959/,
Cisplatin-induced genes as potential markers for thyroid cancer.,Cell Mol Life Sci, 2005 Jan,15619007,https://pubmed.ncbi.nlm.nih.gov/15619007/,
Hypoxia-induced modulation of apoptosis and BCL-2 family proteins in different cancer cell types.,PLoS One, 2012,23139748,https://pubmed.ncbi.nlm.nih.gov/23139748/,
The JAK2/STAT3 pathway is involved in the anti-melanoma effects of atractylenolide I.,Exp Dermatol, 2018 Feb,29078004,https://pubmed.ncbi.nlm.nih.gov/29078004/,
Glucocorticoids mediate transcriptome-wide alternative polyadenylation: Potential mechanistic and clinical implications.,Clin Transl Sci, 2022 Nov,36128656,https://pubmed.ncbi.nlm.nih.gov/36128656/,
Increased metacyclogenesis of antimony-resistant Leishmania donovani clinical lines.,Parasitology, 2011 Sep,21819638,https://pubmed.ncbi.nlm.nih.gov/21819638/,
Up-regulation of vitamin D3 up-regulated protein 1 gene in response to 5-fluorouracil in colon carcinoma SW620.,Oncol Rep, 2002 Jan-Feb,11748459,https://pubmed.ncbi.nlm.nih.gov/11748459/,Despite the wide use of 5-fluorouracil (5-FU) for colon cancer， the genes regulating its cytotoxic effect are poorly understood. We used a high-density oligonucleotide microarray representing approximately 7000 genes to determine changes in gene expression caused by 5-FU treatment in the colon cancer cell line， SW620. The microarray showed that the most strongly up-regulated gene by 5-FU was vitamin D3 up-regulated protein 1 (VDUP1)， an interesting stress response gene， which was originally reported as a vitamin D3 inducible gene in HL-60. TaqMan RT-PCR assay confirmed that VDUP1 gene expression was significantly increased after 24 h of 5-FU treatment compared with untreated control (p<0.01). Moreover， the expression of vitamin D3 receptor， thymidylate synthase (TS)， and E2F1 did not change within 24 h of 5-FU treatment， suggesting a different gene-regulatory pathway from that of VDUP1. Recent studies have gradually clarified the potential role of VDUP1 via interaction with TRX in an anti-tumor effect. Therefore， VDUP1 not only may be induced by stress response as a result of 5-FU cytotoxicity， but may also play a key role in 5-FU cytotoxicity in colon cancers. Our experiment using a microarray and TaqMan RT-PCR assay， together with previous reports， provides new insight into a potential mechanism of 5-FU cytotoxicity.
Platelet-derived growth factor receptor independent proliferation of human glioblastoma cells: selective tyrosine kinase inhibitors lack antiproliferative activity.,J Cancer Res Clin Oncol, 2006 Sep,16736141,https://pubmed.ncbi.nlm.nih.gov/16736141/,Purpose:The aim of this study was to investigate the role of platelet-derived growth factor (PDGF) and PDGF receptors (PDGFRs) in the proliferation of human glioblastoma cells as a prerequisite for a new therapeutic approach to the treatment of malignant brain tumors with selective tyrosine kinase inhibitors such as imatinib.Methods and results:In the human glioblastoma cell lines U-87 MG， U-118 MG and U-373 MG different PDGF and PDGFR mRNAs were detected by RT-PCR， and the expression of the receptor proteins was demonstrated by immunostaining and flow cytometry. Moreover， functional activity of PDGFRs was demonstrated in PDGFRbeta expressing glioblastoma cell variants by measuring the mobilization of intracellular Ca(2+) upon PDGF-BB stimulation. However， addition of PDGF-BB to the serum-free culture medium had no stimulatory effect on cell proliferation. Furthermore， cell growth in serum-supplemented and serum-free medium was not affected by imatinib， leflunomide and AG-1296 at therapeutically relevant concentrations.Conclusion:Our results suggest that clinical antitumor effects of imatinib on glioblastoma， if any， are not mediated by the PDGFR.
Promotion of glioma cell survival by acyl-CoA synthetase 5 under extracellular acidosis conditions.,Oncogene, 2009 Jan 8,18806831,https://pubmed.ncbi.nlm.nih.gov/18806831/,Extracellular acidosis (low pH) is a tumor microenvironmental stressor that has a critical function in the malignant progression and metastatic dissemination of tumors. To survive under stress conditions， tumor cells must evolve resistance to stress-induced toxicity. Acyl-CoA synthetase 5 (ACSL5) is a member of the ACS family， which converts fatty acid to acyl-CoA. ACSL5 is frequently overexpressed in malignant glioma， whereas its functional significance is still unknown. Using retrovirus-mediated stable gene transfer (gain of function) and small interfering RNA-mediated gene silencing (loss of function)， we show here that ACSL5 selectively promotes human glioma cell survival under extracellular acidosis. ACSL5 enhanced cell survival through its ACS catalytic activity. To clarify the genome-wide changes in cell signaling pathways by ACSL5， we performed cDNA microarray analysis and identified an ACSL5-dependent gene expression signature. The analysis revealed that ACSL5 was critical to the expression of tumor-related factors including midkine (MDK)， a heparin-binding growth factor frequently overexpressed in cancer. Knockdown of MDK expression significantly attenuated ACSL5-mediated survival under acidic state. These results indicate that ACSL5 is a critical factor for survival of glioma cells under acidic tumor microenvironment， thus providing novel molecular basis for cancer therapy.
Effects of tobacco smoke on gene expression and cellular pathways in a cellular model of oral leukoplakia.,Cancer Prev Res (Phila), 2008 Jul,19138943,https://pubmed.ncbi.nlm.nih.gov/19138943/,In addition to being causally linked to the formation of multiple tumor types， tobacco use has been associated with decreased efficacy of anticancer treatment and reduced survival time. A detailed understanding of the cellular mechanisms that are affected by tobacco smoke (TS) should facilitate the development of improved preventive and therapeutic strategies. We have investigated the effects of a TS extract on the transcriptome of MSK-Leuk1 cells， a cellular model of oral leukoplakia. Using Affymetrix HGU133 Plus 2 arrays， 411 differentially expressed probe sets were identified. The observed transcriptome changes were grouped according to functional information and translated into molecular interaction network maps and signaling pathways. Pathways related to cellular proliferation， inflammation， apoptosis， and tissue injury seemed to be perturbed. Analysis of networks connecting the affected genes identified specific modulated molecular interactions， hubs， and key transcription regulators. Thus， TS was found to induce several epidermal growth factor receptor (EGFR) ligands forming an EGFR-centered molecular interaction network， as well as several aryl hydrocarbon receptor-dependent genes， including the xenobiotic metabolizing enzymes CYP1A1 and CYP1B1. Notably， the latter findings in vitro are consistent with our parallel finding that CYP1A1 and CYP1B1 levels were increased in oral mucosa of smokers. Collectively， these results offer insights into the mechanisms underlying the procarcinogenic effects of TS and raise the possibility that inhibitors of EGFR or aryl hydrocarbon receptor signaling will prevent or delay the development of TS-related tumors. Moreover， the inductive effects of TS on xenobiotic metabolizing enzymes may help explain the reduced efficacy of chemotherapy， and suggest targets for chemopreventive agents in smokers.
An integrated genome-wide approach to discover deregulated microRNAs in non-small cell lung cancer: Clinical significance of miR-23b-3p deregulation.,Sci Rep, 2015 Aug 28,26314549,https://pubmed.ncbi.nlm.nih.gov/26314549/,In spite of significant technical advances， genesis and progression of non-small cell lung cancer (NSCLC) remain poorly understood. We undertook an integrated genetic approach to discover novel microRNAs that were deregulated in NSCLCs. A total 119 primary NSCLCs with matched normal were analyzed for genome-wide copy number changes. We also tested a subset of matched samples by microRNA expression array， and integrated them to identify microRNAs positioned in allelic imbalance area. Our findings support that most of the identified deregulated microRNAs (miR-21， miR-23b， miR-31， miR-126， miR-150， and miR-205) were positioned in allelic imbalance areas. Among microRNAs tested in independent 114 NSCLCs， overexpression of miR-23b was revealed to be a significantly poor prognostic factor of recurrence free survival (HR = 2.40， P = 0.005， 95%CI: 1.32-4.29) and overall survival (HR = 2.35， P = 0.005， 95%CI: 1.30-4.19) in multivariable analysis. In addition， overexpression of miR-23b in H1838 cell line significantly increased cell proliferation， while inhibition of miR-23b in H1437 and H1944 cell lines significantly decreased cell doubling time. In summary， integration of genomic analysis and microRNA expression profiling could identify novel cancer-related microRNAs， and miR-23b could be a potential prognostic marker for early stage NSCLCs. Further biological studies of miR-23b are warranted for the potential development of targeted therapy.
Immune-based molecular subtyping of triple-negative breast cancer via SNF-CC and functional validation of key immune-associated genes.,Funct Integr Genomics, 2025 Jul 8,40627035,https://pubmed.ncbi.nlm.nih.gov/40627035/,Triple-negative breast cancer (TNBC) presents significant therapeutic challenges due to its aggressive nature and lack of targeted treatment options. Emerging evidence highlights the critical role of immune infiltration patterns in TNBC progression and prognosis， yet a comprehensive classification system integrating immune and transcriptomic features remains elusive. In this study， we employed the xCell algorithm to characterize immune infiltration across TNBC samples and utilized the Similarity Network Fusion and Consensus Clustering (SNF-CC) method to identify molecular subtypes. Our analysis revealed three distinct TNBC subtypes with marked heterogeneity in transcriptomic profiles and immune microenvironment composition. Subtype 1 exhibited high immune infiltration， while Subtype 3 demonstrated immunosuppressive characteristics. Functional enrichment analysis linked subtype-specific differentially expressed genes (DEGs) to pathways such as T-cell activation and cytokine signaling. Protein-protein interaction networks identified key hub genes (PTPRC， CD4， and UBE2C) showing elevated expression in TNBC tissues. Experimental validation in breast cancer cell lines confirmed that knockout of PTPRC， CD4， or UBE2C significantly impaired proliferation， migration， and invasion， while rescue experiments restored these oncogenic phenotypes. These findings establish an immune-based molecular subtyping framework for TNBC and uncover pivotal genes driving tumor progression. Our work provides novel insights into TNBC heterogeneity and identifies potential therapeutic targets for precision immunotherapy， advancing strategies to improve clinical outcomes in this recalcitrant malignancy.Keywords:CD4; Immune infiltration; Molecular subtyping; PTPRC; Triple-negative breast cancer; Tumor microenvironment; UBE2C.
